registro_id,fecha,proveedor,categoria,importe,moneda,vencimiento,pago
FIN055-000983,2025-06-15,P08,alquiler,789.17,PEN,2025-07-30,2025-08-28
FIN055-000984,2025-06-16,P07,alquiler,2829.24,PEN,2025-07-01,2025-08-01
FIN055-000985,2025-06-16,P08,alquiler,2996.42,PEN,2025-07-16,2025-07-08
FIN055-000986,2025-06-17,P08,material,992.37,PEN,2025-07-17,2025-08-06
FIN055-000987,2025-06-17,P05,servicio,967.44,USD,2025-07-17,2025-07-26
FIN055-000988,2025-06-18,P11,material,137.88,PEN,2025-07-03,2025-07-04
FIN055-000989,2025-06-18,P03,alquiler,152.04,PEN,2025-08-02,2025-07-23
FIN055-000990,2025-06-19,P07,servicio,1351.09,PEN,2025-07-19,2025-07-29
FIN055-000991,2025-06-20,P01,material,128.49,PEN,2025-08-04,
FIN055-000992,2025-06-20,P06,alquiler,835.22,PEN,2025-07-20,
FIN055-000993,2025-06-21,P04,alquiler,2514.93,PEN,2025-07-06,2025-07-03
FIN055-000994,2025-06-21,P05,alquiler,3018.43,USD,2025-07-21,2025-08-05
FIN055-000995,2025-06-22,P12,material,1166.08,USD,2025-07-22,
FIN055-000996,2025-06-22,P12,alquiler,1408.53,PEN,2025-08-06,2025-08-17
FIN055-000997,2025-06-23,P03,alquiler,,USD,2025-08-07,2025-08-24
FIN055-000998,2025-06-23,P10,servicio,255.06,PEN,2025-08-07,2025-09-06
FIN055-000999,2025-06-24,P06,servicio,1290.53,USD,2025-07-09,2025-07-20
FIN055-001000,2025-06-24,P11,servicio,735.87,PEN,2025-07-09,2025-08-03
FIN055-001001,2025-06-25,P02,alquiler,1580.07,PEN,2025-07-25,2025-08-18
FIN055-001002,2025-06-26,P01,servicio,457.01,USD,2025-08-10,2025-08-02
FIN055-001003,2025-06-26,P11,material,1283.71,PEN,2025-08-10,2025-09-12
FIN055-001004,2025-06-27,P02,alquiler,156.67,USD,2025-08-11,2025-08-24
FIN055-001005,2025-06-27,P04,material,940.49,PEN,2025-07-12,
FIN055-001006,2025-06-28,P09,servicio,1059.27,USD,2025-07-28,2025-07-24
FIN055-001007,2025-06-28,P05,servicio,1271.54,PEN,2025-07-13,
FIN055-001008,2025-06-29,P06,alquiler,2158.17,USD,2025-07-14,2025-07-02
FIN055-001009,2025-06-29,P12,alquiler,43.98,PEN,2025-07-29,
FIN055-001010,2025-06-30,P08,alquiler,661.34,PEN,2025-07-15,2025-08-08
FIN055-001011,2025-06-30,P07,servicio,222.95,USD,2025-07-30,2025-08-30
FIN055-001012,2025-07-01,P10,servicio,166.27,PEN,2025-07-31,2025-08-14
FIN055-001013,2025-07-01,P11,material,1159.77,PEN,2025-07-31,2025-09-02
FIN055-001014,2025-07-02,P11,material,1279.19,PEN,2025-08-16,2025-08-04
FIN055-001015,2025-07-03,P03,servicio,161.71,PEN,2025-07-18,2025-07-09
FIN055-001016,2025-07-03,P02,material,2739.68,PEN,2025-08-17,2025-08-23
FIN055-001017,2025-07-04,P10,material,40.75,PEN,2025-08-03,2025-09-05
FIN055-001018,2025-07-04,P07,material,660.41,PEN,2025-07-19,
FIN055-001019,2025-07-05,P04,material,12212.28,PEN,2025-08-04,2025-08-29
FIN055-001020,2025-07-05,P07,material,1223.96,PEN,2025-08-19,2025-08-22
FIN055-001021,2025-07-06,P10,servicio,1137.06,USD,2025-08-20,2025-09-03
FIN055-001022,2025-07-06,P06,servicio,248.84,USD,2025-08-05,2025-08-25
FIN055-001023,2025-07-07,P01,servicio,3203.03,USD,2025-07-22,2025-08-24
FIN055-001024,2025-07-07,P04,material,127.13,PEN,2025-07-22,2025-07-20
FIN055-001025,2025-07-08,P07,alquiler,1107.6,PEN,2025-07-23,2025-08-13
FIN055-001026,2025-07-09,P10,servicio,256.85,USD,2025-08-23,2025-08-17
FIN055-001027,2025-07-09,P03,material,3368.13,PEN,2025-08-08,2025-07-28
FIN055-001028,2025-07-10,P01,servicio,2838.17,PEN,2025-07-25,2025-08-25
FIN055-001029,2025-07-10,P06,material,2069.62,PEN,2025-08-09,
FIN055-001030,2025-07-11,P08,servicio,1356.72,PEN,2025-08-10,2025-08-04
FIN055-001031,2025-07-11,P06,alquiler,524.12,PEN,2025-08-10,2025-07-31
FIN055-001032,2025-07-12,P09,servicio,66.33,PEN,2025-08-11,
FIN055-001033,2025-07-12,P06,alquiler,143.37,USD,2025-08-11,2025-08-07
FIN055-001034,2025-07-13,P02,material,581.41,PEN,2025-08-12,2025-08-06
FIN055-001035,2025-07-13,P06,servicio,1358.14,PEN,2025-07-28,2025-07-28
FIN055-001036,2025-07-14,P05,servicio,154.99,PEN,2025-08-13,2025-09-13
FIN055-001037,2025-07-14,P02,servicio,590.75,PEN,2025-07-29,2025-08-18
FIN055-001038,2025-07-15,P11,servicio,382.37,PEN,2025-08-14,2025-09-12
FIN055-001039,2025-07-16,P03,material,405.97,PEN,2025-08-30,2025-10-02
FIN055-001040,2025-07-16,P11,servicio,32.03,PEN,2025-08-15,2025-08-11
FIN055-001041,2025-07-17,P06,alquiler,283.91,PEN,2025-08-16,2025-09-14
FIN055-001042,2025-07-17,P07,alquiler,864.77,USD,2025-08-16,2025-09-16
FIN055-001043,2025-07-18,P04,alquiler,812.97,PEN,2025-08-17,2025-08-29
FIN055-001044,2025-07-18,P05,material,345.76,PEN,2025-09-01,2025-08-24
FIN055-001045,2025-07-19,P01,servicio,588.38,PEN,2025-08-18,2025-08-31
FIN055-001046,2025-07-19,P09,alquiler,1142.18,USD,2025-08-03,2025-09-02
FIN055-001047,2025-07-20,P10,servicio,2794.79,PEN,2025-09-03,2025-08-29
FIN055-001048,2025-07-20,P10,material,415.52,USD,2025-08-04,2025-08-12
FIN055-001049,2025-07-21,P08,servicio,146.34,USD,2025-08-20,2025-09-05
FIN055-001050,2025-07-22,P10,alquiler,6459.03,PEN,2025-09-05,2025-08-31
FIN055-001051,2025-07-22,P06,material,86.77,PEN,2025-09-05,2025-08-31
FIN055-001052,2025-07-23,P10,alquiler,2140.19,PEN,2025-09-06,2025-09-21
FIN055-001053,2025-07-23,P11,servicio,1745.91,USD,2025-09-06,2025-08-28
FIN055-001054,2025-07-24,P03,alquiler,319.84,PEN,2025-08-23,
FIN055-001055,2025-07-24,P12,material,853.54,USD,2025-08-23,2025-08-15
FIN055-001056,2025-07-25,P03,material,"645,34",PEN,2025-08-24,2025-09-02
FIN055-001057,2025-07-25,P01,material,605.97,USD,2025-08-24,2025-09-17
FIN055-001058,2025-07-26,P04,servicio,207.13,PEN,2025-08-25,2025-09-18
FIN055-001059,2025-07-26,P04,servicio,400.41,PEN,2025-08-10,2025-08-03
FIN055-001060,2025-07-27,P09,alquiler,232.67,USD,2025-09-10,2025-10-06
FIN055-001061,2025-07-27,P01,alquiler,499.02,PEN,2025-08-26,
FIN055-001062,2025-07-28,P05,servicio,873.61,USD,2025-09-11,2025-09-27
FIN055-001063,2025-07-29,P03,material,837.72,PEN,2025-09-12,
FIN055-001064,2025-07-29,P03,servicio,564.58,PEN,2025-09-12,2025-09-28
FIN055-001065,2025-07-30,P12,material,767.46,PEN,2025-08-29,2025-08-29
FIN055-001066,2025-07-30,P09,material,368.08,USD,2025-08-14,2025-09-07
FIN055-001067,2025-07-31,P02,material,2526.54,PEN,2025-09-14,2025-10-12
FIN055-001068,2025-07-31,P08, MATERIAL ,474.88,PEN,2025-08-30,2025-08-29
FIN055-001069,2025-08-01,P09,alquiler,2336.91,PEN,2025-08-31,2025-09-23
FIN055-001070,2025-08-01,P11,servicio,98.02,PEN,2025-08-31,2025-09-01
FIN055-001071,2025-08-02,P06,servicio,143.29,PEN,2025-08-17,2025-09-16
FIN055-001072,2025-08-02,P02,alquiler,632.25,PEN,2025-08-17,
FIN055-001073,2025-08-03,P06,servicio,162.72,PEN,2025-09-02,2025-09-12
FIN055-001074,2025-08-04,P03,servicio,1052.66,USD,2025-09-18,2025-10-20
FIN055-001075,2025-08-04,P12,alquiler,1678.09,PEN,2025-08-19,2025-09-23
FIN055-001076,2025-08-05,P07,servicio,1195.0,USD,2025-09-19,2025-10-19
FIN055-001077,2025-08-05,P07,servicio,2591.95,PEN,2025-09-19,2025-10-11
FIN055-001078,2025-08-06,P01,alquiler,2229.33,PEN,2025-09-20,2025-09-25
FIN055-001079,2025-08-06,P10,servicio,754.15,USD,2025-08-21,2025-09-04
FIN055-001080,2025-08-07,P05,alquiler,,USD,2025-08-22,2025-09-02
FIN055-001081,2025-08-07,P01,alquiler,1257.53,PEN,2025-08-22,2025-08-26
FIN055-001082,2025-08-08,P07,material,536.29,PEN,2025-09-07,2025-09-28
FIN055-001083,2025-08-08,P11,alquiler,715.79,USD,2025-09-22,2025-09-15
FIN055-001084,2025-08-09,P04,servicio,2108.25,PEN,2025-09-23,
FIN055-001085,2025-08-09,P12,material,1077.0,PEN,2025-08-24,2025-09-17
FIN055-001086,2025-08-10,P10,alquiler,2296.5,PEN,2025-08-25,
FIN055-001087,2025-08-11,P05,servicio,176.68,USD,2025-09-10,
FIN055-001088,2025-08-11,P10,servicio,374.62,USD,2025-08-26,
FIN055-001089,2025-08-12,P07,servicio,5404.02,PEN,2025-09-26,2025-10-30
FIN055-001090,2025-08-12,P03,material,160.3,USD,2025-08-27,2025-08-25
FIN055-001091,2025-08-13,P07,alquiler,5220.8,PEN,2025-09-27,2025-10-03
FIN055-001092,2025-08-13,P10,servicio,39.74,PEN,2025-09-27,
FIN055-001093,2025-08-14,P09,servicio,13093.82,PEN,2025-08-29,2025-08-22
FIN055-001094,2025-08-14,P10,material,805.84,PEN,2025-09-28,
FIN055-001095,2025-08-15,P11,servicio,943.47,USD,2025-09-14,2025-09-03
FIN055-001096,2025-08-15,P10,alquiler,819.63,PEN,2025-08-30,2025-08-28
FIN055-001097,2025-08-16,P04,alquiler,400.26,USD,2025-09-15,2025-09-16
FIN055-001098,2025-08-17,P11,servicio,697.87,PEN,2025-09-16,2025-09-26
FIN055-001099,2025-08-17,P02,material,723.03,PEN,2025-10-01,
FIN055-001100,2025-08-18,P03,alquiler,716.07,PEN,2025-09-02,2025-10-06
FIN055-001101,2025-08-18,P06,servicio,257.68,PEN,2025-09-17,2025-09-21
FIN055-001102,2025-08-19,P06,servicio,661.18,USD,2025-10-03,2025-10-11
FIN055-001103,2025-08-19,P08,material,215.37,USD,2025-09-03,2025-08-29
FIN055-001104,2025-08-20,P04,servicio,348.44,PEN,2025-09-19,2025-09-17
FIN055-001105,2025-08-20,P11,alquiler,1367.87,USD,2025-09-04,2025-09-06
FIN055-001106,2025-08-21,P08,material,1501.11,PEN,2025-10-05,2025-10-16
FIN055-001107,2025-08-21,P04,servicio,586.7,PEN,2025-09-20,2025-10-06
FIN055-001108,2025-08-22,P04,alquiler,57.3,USD,2025-09-21,2025-10-12
FIN055-001109,2025-08-22,P08,material,260.27,PEN,2025-09-06,
FIN055-001110,2025-08-23,P03,alquiler,993.8,PEN,2025-10-07,2025-10-14
FIN055-001111,2025-08-24,P02,material,441.36,PEN,2025-09-23,2025-10-13
FIN055-001112,2025-08-24,P08,material,107.64,USD,2025-10-08,2025-11-08
FIN055-001113,2025-08-25,P05,alquiler,1026.6,PEN,2025-09-09,2025-09-17
FIN055-001114,2025-08-25,P03,material,1215.46,PEN,2025-09-09,2025-08-30
FIN055-001115,2025-08-26,P08,servicio,218.41,PEN,2025-09-25,
FIN055-001116,2025-08-26,P02,alquiler,61.59,PEN,2025-10-10,2025-10-18
FIN055-001117,2025-08-27,P09,alquiler,1202.48,USD,2025-10-11,2025-10-20
FIN055-001118,2025-08-27,P05,material,1332.47,PEN,2025-10-11,2025-10-21
FIN055-001119,2025-08-28,P05,material,58.45,PEN,2025-10-12,2025-10-24
FIN055-001120,2025-08-28,P10,material,1880.16,PEN,2025-09-27,2025-10-23
FIN055-001121,2025-08-29,P11,alquiler,201.94,PEN,2025-10-13,2025-11-14
FIN055-001122,2025-08-30,P05,alquiler,684.25,PEN,2025-09-29,2025-10-06
FIN055-001123,2025-08-30,P11,alquiler,324.27,USD,2025-09-14,
FIN055-001124,2025-08-31,P12,material,1068.11,USD,2025-09-15,2025-10-19
FIN055-001125,2025-08-31,P01,material,252.62,PEN,2025-09-15,2025-10-05
FIN055-001126,2025-09-01,P08,servicio,703.14,PEN,2025-10-01,2025-10-09
FIN055-001127,2025-09-01,P06,material,510.88,PEN,2025-10-01,2025-10-22
FIN055-001128,2025-09-02,P07,servicio,607.13,PEN,2025-10-17,2025-10-11
FIN055-001129,2025-09-02,P05,alquiler,2707.59,USD,2025-10-17,2025-10-11
FIN055-001130,2025-09-03,P02,alquiler,1307.41,USD,2025-10-18,2025-10-31
FIN055-001131,2025-09-03,P03,alquiler,126.76,PEN,2025-09-18,2025-09-28
FIN055-001132,2025-09-04,P08,servicio,144.47,USD,2025-10-04,2025-10-11
FIN055-001133,2025-09-04,P12,alquiler,1665.97,PEN,2025-10-19,2025-10-18
FIN055-001134,2025-09-05,P03,servicio,187.61,PEN,2025-10-05,2025-10-24
FIN055-001135,2025-09-06,P01,servicio,494.59,USD,2025-10-21,2025-11-06
FIN055-001136,2025-09-06,P03,alquiler,1185.75,USD,2025-09-21,2025-10-18
FIN055-001137,2025-09-07,P11,servicio,865.34,PEN,2025-10-22,2025-11-19
FIN055-001138,2025-09-07,P02,alquiler,161.52,PEN,2025-10-22,2025-11-21
FIN055-001139,2025-09-08,P10,servicio,680.67,PEN,2025-10-23,2025-11-12
FIN055-001140,2025-09-08,P09,alquiler,211.12,USD,2025-10-23,
FIN055-001141,2025-09-09,P11,alquiler,141.14,PEN,2025-09-24,2025-09-15
FIN055-001142,2025-09-09,P02,material,623.21,PEN,2025-10-09,2025-10-16
FIN055-001143,2025-09-10,P03,servicio,1552.76,USD,2025-10-25,2025-11-16
FIN055-001144,2025-09-10,P02,material,383.32,USD,2025-10-25,2025-11-21
FIN055-001145,2025-09-11,P06,servicio,1985.38,USD,2025-10-26,
FIN055-001146,2025-09-11,P09,alquiler,1932.14,USD,2025-09-26,
FIN055-001147,2025-09-12,P12,alquiler,351.66,PEN,2025-10-12,2025-10-19
FIN055-001148,2025-09-13,P03,material,1030.16,PEN,2025-10-28,2025-11-07
FIN055-001149,2025-09-13,P10,material,1565.92,PEN,2025-09-28,2025-09-29
FIN055-001150,2025-09-14,P08,material,1010.05,PEN,2025-10-14,
FIN055-001151,2025-09-14,P02,material,478.43,USD,2025-10-14,2025-11-01
FIN055-001152,2025-09-15,P02,servicio,102.98,USD,2025-10-15,2025-11-19
FIN055-001153,2025-09-15,P09,alquiler,567.27,USD,2025-10-30,2025-11-21
FIN055-001154,2025-09-16,P09,material,383.13,PEN,2025-10-01,2025-10-17
FIN055-001155,2025-09-16,P03,alquiler,233.76,USD,2025-10-31,2025-10-22
FIN055-001156,2025-09-17,P05,servicio,872.0,PEN,2025-10-17,2025-10-19
FIN055-001157,2025-09-17,P05,servicio,293.32,PEN,2025-11-01,2025-11-12
FIN055-001158,2025-09-18,P04,servicio,476.57,USD,2025-10-18,2025-10-06
FIN055-001159,2025-09-19,P06,material,885.52,USD,2025-11-03,2025-11-14
FIN055-001160,2025-09-19,P08,servicio,244.77,PEN,2025-10-04,
FIN055-001161,2025-09-20,P11,alquiler,3135.15,PEN,2025-11-04,2025-11-07
FIN055-001162,2025-09-20,P10,alquiler,1700.7,PEN,2025-11-04,2025-11-14
FIN055-001163,2025-09-21,P03,servicio,,USD,2025-11-05,2025-11-18
FIN055-001164,2025-09-21,P08,material,83.88,PEN,2025-10-06,2025-10-23
FIN055-001165,2025-09-22,P10, MATERIAL ,122.47,PEN,2025-10-22,2025-11-14
FIN055-001166,2025-09-22,P09,alquiler,346.15,PEN,2025-10-22,
FIN055-001167,2025-09-23,P11,alquiler,2574.29,PEN,2025-10-23,2025-10-21
FIN055-001168,2025-09-23,P01,alquiler,398.66,USD,2025-10-23,2025-10-15
FIN055-001169,2025-09-24,P11,material,510.67,USD,2025-10-24,2025-11-12
FIN055-001170,2025-09-24,P02,servicio,397.78,PEN,2025-10-24,2025-10-12
FIN055-001171,2025-09-25,P01,servicio,825.8,PEN,2025-10-25,2025-11-06
FIN055-001172,2025-09-26,P03,alquiler,1743.61,USD,2025-10-26,2025-11-20
FIN055-001173,2025-09-26,P08,material,1144.62,USD,2025-11-10,2025-11-18
FIN055-001174,2025-09-27,P06,alquiler,286.89,PEN,2025-11-11,2025-12-10
FIN055-001175,2025-09-27,P04,alquiler,540.16,USD,2025-10-27,2025-11-16
FIN055-001176,2025-09-28,P02,servicio,960.17,USD,2025-10-13,2025-11-15
FIN055-001177,2025-09-28,P04,servicio,665.24,USD,2025-10-13,2025-10-25
FIN055-001178,2025-09-29,P11,alquiler,1906.42,USD,2025-10-29,2025-11-03
FIN055-001179,2025-09-29,P10,material,666.16,PEN,2025-10-14,2025-10-26
FIN055-001180,2025-09-30,P07,material,1305.41,PEN,2025-11-14,2025-11-15
FIN055-001181,2025-09-30,P09,alquiler,2563.17,PEN,2025-10-15,2025-10-25
FIN055-001182,2025-10-01,P01,alquiler,956.08,PEN,2025-10-16,2025-10-17
FIN055-001183,2025-10-02,P02,servicio,670.03,USD,2025-11-01,2025-10-22
FIN055-001184,2025-10-02,P11,alquiler,372.27,USD,2025-10-17,2025-10-24
FIN055-001185,2025-10-03,P11,material,6260.58,PEN,2025-11-02,2025-11-07
FIN055-001186,2025-10-03,P02,alquiler,865.72,PEN,2025-11-02,2025-11-05
FIN055-001187,2025-10-04,P05,material,839.62,PEN,2025-11-03,2025-11-28
FIN055-001188,2025-10-04,P09,alquiler,1704.73,USD,2025-11-18,2025-12-21
FIN055-001189,2025-10-05,P11,alquiler,862.17,USD,2025-11-04,2025-12-05
FIN055-001190,2025-10-05,P06,alquiler,843.41,USD,2025-11-04,2025-11-16
FIN055-001191,2025-10-06,P08,material,438.82,PEN,2025-11-20,
FIN055-001192,2025-10-06,P01,servicio,945.76,PEN,2025-11-20,2025-12-17
FIN055-001193,2025-10-07,P06,servicio,5605.53,USD,2025-11-21,2025-12-12
FIN055-001194,2025-10-07,P11,material,790.91,PEN,2025-10-22,2025-10-17
FIN055-001195,2025-10-08,P11,alquiler,867.35,PEN,2025-10-23,2025-10-13
FIN055-001196,2025-10-09,P01,material,324.29,PEN,2025-11-08,2025-12-05
FIN055-001197,2025-10-09,P12,alquiler,1333.88,PEN,2025-11-23,2025-11-24
FIN055-001198,2025-10-10,P11,material,286.37,PEN,2025-10-25,2025-10-19
FIN055-001199,2025-10-10,P01,servicio,635.17,USD,2025-10-25,2025-11-25
FIN055-001200,2025-10-11,P06,material,778.39,PEN,2025-11-10,2025-11-07
FIN055-001201,2025-10-11,P11,alquiler,454.99,USD,2025-11-10,2025-11-17
FIN055-001202,2025-10-12,P01,servicio,464.26,PEN,2025-11-26,2025-12-15
FIN055-001203,2025-10-12,P05,servicio,710.71,PEN,2025-11-11,2025-12-05
FIN055-001204,2025-10-13,P02,alquiler,5489.13,USD,2025-11-12,
FIN055-001205,2025-10-13,P05,servicio,4530.78,USD,2025-11-12,2025-11-05
FIN055-001206,2025-10-14,P07,alquiler,204.39,USD,2025-11-13,
FIN055-001207,2025-10-15,P09,servicio,529.7,PEN,2025-11-29,
FIN055-001208,2025-10-15,P05,material,128.69,PEN,2025-10-30,2025-10-28
FIN055-001209,2025-10-16,P12,servicio,623.5,PEN,2025-10-31,2025-12-05
FIN055-001210,2025-10-16,P05,alquiler,866.41,USD,2025-11-30,2025-12-29
FIN055-001211,2025-10-17,P02,material,312.94,PEN,2025-12-01,2025-12-12
FIN055-001212,2025-10-17,P03,servicio,309.88,PEN,2025-12-01,
FIN055-001213,2025-10-18,P04,servicio,481.42,USD,2025-11-02,2025-12-04
FIN055-001214,2025-10-18,P02,alquiler,109.34,PEN,2025-11-02,2025-11-13
FIN055-001215,2025-10-19,P03,servicio,1931.38,PEN,2025-12-03,2025-12-14
FIN055-001216,2025-10-19,P07,servicio,130.7,USD,2025-12-03,2025-12-13
FIN055-001217,2025-10-20,P03,material,224.28,PEN,2025-12-04,2025-12-04
FIN055-001218,2025-10-20,P02,alquiler,332.41,PEN,2025-12-04,2025-11-27
FIN055-001219,2025-10-21,P01,servicio,222.17,USD,2025-11-20,2025-11-09
FIN055-001220,2025-10-22,P09,alquiler,741.78,USD,2025-12-06,2025-12-19
FIN055-001221,2025-10-22,P12,material,2760.15,PEN,2025-11-21,
FIN055-001222,2025-10-23,P01,material,285.78,PEN,2025-12-07,2025-12-19
FIN055-001223,2025-10-23,P03,material,882.32,PEN,2025-11-07,2025-11-19
FIN055-001224,2025-10-24,P12,material,2922.75,PEN,2025-11-08,2025-11-01
FIN055-001225,2025-10-24,P06,servicio,1048.61,PEN,2025-12-08,2025-12-23
FIN055-001226,2025-10-25,P08,alquiler,158.73,PEN,2025-12-09,2025-12-30
FIN055-001227,2025-10-25,P08,material,262.99,PEN,2025-12-09,2025-12-07
FIN055-001228,2025-10-26,P08,alquiler,802.0,PEN,2025-11-10,2025-12-08
FIN055-001229,2025-10-26,P02,alquiler,437.8,PEN,2025-11-10,2025-10-30
FIN055-001230,2025-10-27,P09,material,753.77,USD,2025-12-11,2025-12-30
FIN055-001231,2025-10-28,P08,material,7385.25,PEN,2025-11-12,2025-11-20
FIN055-001232,2025-10-28,P02,alquiler,61.32,USD,2025-11-12,2025-11-27
FIN055-001233,2025-10-29,P05,alquiler,243.81,PEN,2025-12-13,2025-12-02
FIN055-001234,2025-10-29,P08,alquiler,1352.29,PEN,2025-11-13,2025-11-10
FIN055-001235,2025-10-30,P12,servicio,285.38,PEN,2025-11-29,2025-12-12
FIN055-001236,2025-10-30,P03,servicio,394.98,USD,2025-11-29,2025-12-30
FIN055-001237,2025-10-31,P05,alquiler,823.17,PEN,2025-11-15,2025-12-03
FIN055-001238,2025-10-31,P12,material,821.58,USD,2025-11-30,
FIN055-001239,2025-11-01,P06,material,85.09,PEN,2025-11-16,2025-11-04
FIN055-001240,2025-11-01,P05,alquiler,1309.42,PEN,2025-12-01,
FIN055-001241,2025-11-02,P01,alquiler,1473.94,PEN,2025-12-17,2025-12-05
FIN055-001242,2025-11-02,P04,alquiler,520.85,USD,2025-12-02,2025-12-11
FIN055-001243,2025-11-03,P06,material,431.9,PEN,2025-12-03,2025-11-30
FIN055-001244,2025-11-04,P05,alquiler,372.8,PEN,2025-12-04,
FIN055-001245,2025-11-04,P12,servicio,966.02,USD,2025-11-19,2025-11-13
FIN055-001246,2025-11-05,P11,alquiler,,USD,2025-11-20,2025-12-13
FIN055-001247,2025-11-05,P12,material,4631.36,PEN,2025-12-05,2025-11-28
FIN055-001248,2025-11-06,P02,material,317.65,PEN,2025-11-21,2025-11-16
FIN055-001249,2025-11-06,P11,servicio,555.53,USD,2025-12-06,2025-12-16
FIN055-001250,2025-11-07,P06,material,878.4,USD,2025-12-22,2025-12-11
FIN055-001251,2025-11-07,P07,servicio,534.25,USD,2025-12-07,
FIN055-001252,2025-11-08,P08,material,213.24,USD,2025-11-23,2025-12-08
FIN055-001253,2025-11-08,P04,alquiler,1254.39,USD,2025-11-23,2025-12-19
FIN055-001254,2025-11-09,P11,servicio,1465.59,PEN,2025-11-24,2025-11-17
FIN055-001255,2025-11-10,P02,alquiler,7743.03,USD,2025-12-25,
FIN055-001256,2025-11-10,P09,servicio,3754.62,USD,2025-12-10,
FIN055-001257,2025-11-11,P06,alquiler,557.38,PEN,2025-12-11,2025-12-30
FIN055-001258,2025-11-11,P05,alquiler,241.61,PEN,2025-12-11,2025-12-13
FIN055-001259,2025-11-12,P11,servicio,653.03,USD,2025-12-27,
FIN055-001260,2025-11-12,P04,alquiler,2180.8,PEN,2025-12-27,2025-12-28
FIN055-001261,2025-11-13,P02,alquiler,444.18,USD,2025-12-28,
FIN055-001262,2025-11-13,P05, ALQUILER ,746.46,USD,2025-12-28,
FIN055-001263,2025-11-14,P01,alquiler,482.8,PEN,2025-12-14,2025-12-15
FIN055-001264,2025-11-14,P08,alquiler,427.19,PEN,2025-12-29,
FIN055-001265,2025-11-15,P11,alquiler,3123.11,USD,2025-12-30,
FIN055-001266,2025-11-15,P08,alquiler,611.32,PEN,2025-12-30,2025-12-23
FIN055-001267,2025-11-16,P05,material,"659,19",PEN,2025-12-01,2025-11-23
FIN055-001268,2025-11-17,P02,alquiler,492.52,PEN,2025-12-02,
FIN055-001269,2025-11-17,P04,material,477.12,USD,2025-12-02,
FIN055-001270,2025-11-18,P11,alquiler,498.58,USD,2025-12-03,
FIN055-001271,2025-11-18,P12,servicio,5907.8,USD,2026-01-02,
FIN055-001272,2025-11-19,P05,servicio,575.2,USD,2025-12-04,
FIN055-001273,2025-11-19,P04,servicio,2623.67,PEN,2026-01-03,
FIN055-001274,2025-11-20,P03,material,187.81,PEN,2025-12-05,
FIN055-001275,2025-11-20,P04,alquiler,749.12,USD,2025-12-05,2025-11-30
FIN055-001276,2025-11-21,P07,alquiler,4127.08,USD,2026-01-05,
FIN055-001277,2025-11-21,P05,alquiler,1573.24,PEN,2026-01-05,
FIN055-001278,2025-11-22,P05,material,1603.15,PEN,2025-12-07,
FIN055-001279,2025-11-23,P01,material,1297.72,PEN,2025-12-23,
FIN055-001280,2025-11-23,P08,material,2961.29,PEN,2026-01-07,
FIN055-001281,2025-11-24,P06,material,921.0,PEN,2026-01-08,
FIN055-001282,2025-11-24,P05,servicio,58.19,PEN,2026-01-08,2025-12-28
FIN055-001283,2025-11-25,P02,servicio,1074.62,PEN,2025-12-25,
FIN055-001284,2025-11-25,P01,alquiler,646.5,PEN,2026-01-09,
FIN055-001285,2025-11-26,P12,alquiler,1088.75,USD,2025-12-26,2025-12-29
FIN055-001286,2025-11-26,P08,servicio,3811.06,USD,2025-12-26,
FIN055-001287,2025-11-27,P02,alquiler,678.8,PEN,2025-12-12,
FIN055-001288,2025-11-27,P07,alquiler,447.48,USD,2026-01-11,
FIN055-001289,2025-11-28,P07,servicio,699.45,PEN,2026-01-12,
FIN055-001290,2025-11-28,P11,material,4083.6,PEN,2025-12-13,2025-12-03
FIN055-001291,2025-11-29,P01,alquiler,381.67,PEN,2025-12-14,2025-12-25
FIN055-001292,2025-11-30,P12,material,307.17,PEN,2026-01-14,
FIN055-001293,2025-11-30,P06,alquiler,893.22,PEN,2025-12-30,
FIN055-001294,2025-12-01,P05,servicio,389.73,PEN,2025-12-31,
FIN055-001295,2025-12-01,P10,material,857.12,PEN,2025-12-31,2025-12-21
FIN055-001296,2025-12-02,P09,alquiler,2610.19,PEN,2026-01-16,
FIN055-001297,2025-12-02,P11,servicio,486.04,PEN,2026-01-01,
FIN055-001298,2025-12-03,P02,alquiler,696.12,PEN,2025-12-18,2025-12-13
FIN055-001299,2025-12-03,P02,servicio,526.07,PEN,2025-12-18,2025-12-23
FIN055-001300,2025-12-04,P11,material,517.32,PEN,2026-01-03,
FIN055-001301,2025-12-04,P07,alquiler,2181.03,PEN,2025-12-19,
FIN055-001302,2025-12-05,P03,alquiler,487.71,PEN,2026-01-19,
FIN055-001303,2025-12-06,P08,alquiler,304.98,PEN,2026-01-05,
FIN055-001304,2025-12-06,P10,material,1742.07,PEN,2026-01-05,2025-12-27
FIN055-001305,2025-12-07,P06,alquiler,521.83,PEN,2026-01-21,
FIN055-001306,2025-12-07,P04,alquiler,1458.27,PEN,2025-12-22,
FIN055-001307,2025-12-08,P09,material,566.37,PEN,2026-01-22,
FIN055-001308,2025-12-08,P01,material,112.36,PEN,2025-12-23,
FIN055-001309,2025-12-09,P06,material,3894.56,USD,2026-01-08,
FIN055-001310,2025-12-09,P04,material,1168.49,USD,2026-01-08,
FIN055-001311,2025-12-10,P11,servicio,836.46,USD,2025-12-25,
FIN055-001312,2025-12-10,P08,alquiler,166.79,PEN,2026-01-24,
