registro_id,fecha,muestra,replica,instrumento,concentracion,limite,bajo_limite,unidad
LAB058-001137,2024-02-17,Q00190,3,A,18.667,2,0,mg/L
LAB058-001138,2024-02-17,Q00190,1,B,19.538,3,0,mg/L
LAB058-001139,2024-02-17,Q00190,2,B,20.243,3,0,mg/L
LAB058-001140,2024-02-17,Q00190,3,B,20.678,3,0,mg/L
LAB058-001141,2024-02-17,Q00191,1,A,2.026,2,0,mg/L
LAB058-001142,2024-02-17,Q00191,2,A,,2,1,mg/L
LAB058-001143,2024-02-17,Q00191,3,A,2.397,2,0,mg/L
LAB058-001144,2024-02-17,Q00191,1,B,,3,1,mg/L
LAB058-001145,2024-02-17,Q00191,2,B,3.067,3,0,mg/L
LAB058-001146,2024-02-17,Q00191,3,B,3.388,3,0,mg/L
LAB058-001147,2024-02-17,Q00192,1,A,5.199,2,0,mg/L
LAB058-001148,2024-02-17,Q00192,2,A,5.75,2,0,mg/L
LAB058-001149,2024-02-17,Q00192,3,A,4.486,2,0,mg/L
LAB058-001150,2024-02-17,Q00192,1,B,5.764,3,0,mg/L
LAB058-001151,2024-02-17,Q00192,2,B,4.248,3,0,mg/L
LAB058-001152,2024-02-17,Q00192,3,B,5.741,3,0,mg/L
LAB058-001153,2024-02-18,Q00193,1,A,8.676,2,0,mg/L
LAB058-001154,2024-02-18,Q00193,2,A,7.196,2,0,mg/L
LAB058-001155,2024-02-18,Q00193,3,A,8.217,2,0,mg/L
LAB058-001156,2024-02-18,Q00193,1,B,8.556,3,0,mg/L
LAB058-001157,2024-02-18,Q00193,2,B,8.403,3,0,mg/L
LAB058-001158,2024-02-18,Q00193,3,B,7.471,3,0,mg/L
LAB058-001159,2024-02-18,Q00194,1,A,11.756,2,0,mg/L
LAB058-001160,2024-02-18,Q00194,2,A,13.051,2,0,mg/L
LAB058-001161,2024-02-18,Q00194,3,A,12.668,2,0,mg/L
LAB058-001162,2024-02-18,Q00194,1,B,13.515,3,0,mg/L
LAB058-001163,2024-02-18,Q00194,2,B,,3,0,mg/L
LAB058-001164,2024-02-18,Q00194,3,B,13.169,3,0,mg/L
LAB058-001165,2024-02-18,Q00195,1,A,9.198,2,0, MG/L 
LAB058-001166,2024-02-18,Q00195,2,A,8.37,2,0,mg/L
LAB058-001167,2024-02-18,Q00195,3,A,7.144,2,0,mg/L
LAB058-001168,2024-02-18,Q00195,1,B,7.914,3,0,mg/L
LAB058-001169,2024-02-18,Q00195,2,B,7.76,3,0,mg/L
LAB058-001170,2024-02-18,Q00195,3,B,8.264,3,0,mg/L
LAB058-001171,2024-02-18,Q00196,1,A,5.583,2,0,mg/L
LAB058-001172,2024-02-18,Q00196,2,A,5.133,2,0,mg/L
LAB058-001173,2024-02-18,Q00196,3,A,3.39,2,0,mg/L
LAB058-001174,2024-02-18,Q00196,1,B,5.491,3,0,mg/L
LAB058-001175,2024-02-18,Q00196,2,B,4.662,3,0,mg/L
LAB058-001176,2024-02-18,Q00196,3,B,5.719,3,0,mg/L
LAB058-001177,2024-02-19,Q00197,1,A,32.85,2,0,mg/L
LAB058-001178,2024-02-19,Q00197,2,A,32.33,2,0,mg/L
LAB058-001179,2024-02-19,Q00197,3,A,31.579,2,0,mg/L
LAB058-001180,2024-02-19,Q00197,1,B,35.158,3,0,mg/L
LAB058-001181,2024-02-19,Q00197,2,B,35.611,3,0,mg/L
LAB058-001182,2024-02-19,Q00197,3,B,33.682,3,0,mg/L
LAB058-001183,2024-02-19,Q00198,1,A,7.36,2,0,mg/L
LAB058-001184,2024-02-19,Q00198,2,A,8.83,2,0,mg/L
LAB058-001185,2024-02-19,Q00198,3,A,7.728,2,0,mg/L
LAB058-001186,2024-02-19,Q00198,1,B,9.517,3,0,mg/L
LAB058-001187,2024-02-19,Q00198,2,B,8.343,3,0,mg/L
LAB058-001188,2024-02-19,Q00198,3,B,7.768,3,0,mg/L
LAB058-001189,2024-02-19,Q00199,1,A,2.409,2,0,mg/L
LAB058-001190,2024-02-19,Q00199,2,A,2.639,2,0,mg/L
LAB058-001191,2024-02-19,Q00199,3,A,4.273,2,0,mg/L
LAB058-001192,2024-02-19,Q00199,1,B,3.927,3,0,mg/L
LAB058-001193,2024-02-19,Q00199,2,B,3.842,3,0,mg/L
LAB058-001194,2024-02-19,Q00199,3,B,3.817,3,0,mg/L
LAB058-001195,2024-02-19,Q00200,1,A,6.157,2,0,mg/L
LAB058-001196,2024-02-19,Q00200,2,A,5.232,2,0,mg/L
LAB058-001197,2024-02-19,Q00200,3,A,5.555,2,0,mg/L
LAB058-001198,2024-02-19,Q00200,1,B,6.419,3,0,mg/L
LAB058-001199,2024-02-19,Q00200,2,B,6.268,3,0,mg/L
LAB058-001200,2024-02-19,Q00200,3,B,6.249,3,0,mg/L
LAB058-001201,2024-02-20,Q00201,1,A,7.946,2,0,mg/L
LAB058-001202,2024-02-20,Q00201,2,A,9.518,2,0,mg/L
LAB058-001203,2024-02-20,Q00201,3,A,9.378,2,0,mg/L
LAB058-001204,2024-02-20,Q00201,1,B,9.453,3,0,mg/L
LAB058-001205,2024-02-20,Q00201,2,B,9.883,3,0,mg/L
LAB058-001206,2024-02-20,Q00201,3,B,9.538,3,0,mg/L
LAB058-001207,2024-02-20,Q00202,1,A,8.765,2,0,mg/L
LAB058-001208,2024-02-20,Q00202,2,A,9.416,2,0,mg/L
LAB058-001209,2024-02-20,Q00202,3,A,10.099,2,0,mg/L
LAB058-001210,2024-02-20,Q00202,1,B,10.387,3,0,mg/L
LAB058-001211,2024-02-20,Q00202,2,B,9.563,3,0,mg/L
LAB058-001212,2024-02-20,Q00202,3,B,10.326,3,0,mg/L
LAB058-001213,2024-02-20,Q00203,1,A,18.082,2,0,mg/L
LAB058-001214,2024-02-20,Q00203,2,A,19.773,2,0,mg/L
LAB058-001215,2024-02-20,Q00203,3,A,19.383,2,0,mg/L
LAB058-001216,2024-02-20,Q00203,1,B,20.808,3,0,mg/L
LAB058-001217,2024-02-20,Q00203,2,B,20.437,3,0,mg/L
LAB058-001218,2024-02-20,Q00203,3,B,20.512,3,0,mg/L
LAB058-001219,2024-02-20,Q00204,1,A,,2,1,mg/L
LAB058-001220,2024-02-20,Q00204,2,A,,2,1,mg/L
LAB058-001221,2024-02-20,Q00204,3,A,,2,1,mg/L
LAB058-001222,2024-02-20,Q00204,1,B,,3,1,mg/L
LAB058-001223,2024-02-20,Q00204,2,B,,3,1,mg/L
LAB058-001224,2024-02-20,Q00204,3,B,,3,1,mg/L
LAB058-001225,2024-02-21,Q00205,1,A,28.069,2,0,mg/L
LAB058-001226,2024-02-21,Q00205,2,A,28.158,2,0,mg/L
LAB058-001227,2024-02-21,Q00205,3,A,27.527,2,0,mg/L
LAB058-001228,2024-02-21,Q00205,1,B,28.604,3,0,mg/L
LAB058-001229,2024-02-21,Q00205,2,B,28.309,3,0,mg/L
LAB058-001230,2024-02-21,Q00205,3,B,28.217,3,0,mg/L
LAB058-001231,2024-02-21,Q00206,1,A,8.732,2,0,mg/L
LAB058-001232,2024-02-21,Q00206,2,A,6.923,2,0,mg/L
LAB058-001233,2024-02-21,Q00206,3,A,7.18,2,0,mg/L
LAB058-001234,2024-02-21,Q00206,1,B,8.392,3,0,mg/L
LAB058-001235,2024-02-21,Q00206,2,B,8.896,3,0,mg/L
LAB058-001236,2024-02-21,Q00206,3,B,7.507,3,0,mg/L
LAB058-001237,2024-02-21,Q00207,1,A,,2,1,mg/L
LAB058-001238,2024-02-21,Q00207,2,A,,2,1,mg/L
LAB058-001239,2024-02-21,Q00207,3,A,,2,1,mg/L
LAB058-001240,2024-02-21,Q00207,1,B,,3,1,mg/L
LAB058-001241,2024-02-21,Q00207,2,B,,3,1,mg/L
LAB058-001242,2024-02-21,Q00207,3,B,,3,1,mg/L
LAB058-001243,2024-02-21,Q00208,1,A,12.824,2,0,mg/L
LAB058-001244,2024-02-21,Q00208,2,A,14.123,2,0,mg/L
LAB058-001245,2024-02-21,Q00208,3,A,13.428,2,0,mg/L
LAB058-001246,2024-02-21,Q00208,1,B,,3,0,mg/L
LAB058-001247,2024-02-21,Q00208,2,B,15.179,3,0,mg/L
LAB058-001248,2024-02-21,Q00208,3,B,15.0,3,0,mg/L
LAB058-001249,2024-02-22,Q00209,1,A,8.461,2,0,mg/L
LAB058-001250,2024-02-22,Q00209,2,A,9.127,2,0,mg/L
LAB058-001251,2024-02-22,Q00209,3,A,7.873,2,0,mg/L
LAB058-001252,2024-02-22,Q00209,1,B,9.59,3,0,mg/L
LAB058-001253,2024-02-22,Q00209,2,B,9.678,3,0,mg/L
LAB058-001254,2024-02-22,Q00209,3,B,9.498,3,0,mg/L
LAB058-001255,2024-02-22,Q00210,1,A,,2,1,mg/L
LAB058-001256,2024-02-22,Q00210,2,A,2.216,2,0,mg/L
LAB058-001257,2024-02-22,Q00210,3,A,,2,1,mg/L
LAB058-001258,2024-02-22,Q00210,1,B,4.216,3,0,mg/L
LAB058-001259,2024-02-22,Q00210,2,B,3.277,3,0,mg/L
LAB058-001260,2024-02-22,Q00210,3,B,,3,1,mg/L
LAB058-001261,2024-02-22,Q00211,1,A,91.165,2,0,mg/L
LAB058-001262,2024-02-22,Q00211,2,A,91.64,2,0, MG/L 
LAB058-001263,2024-02-22,Q00211,3,A,91.381,2,0,mg/L
LAB058-001264,2024-02-22,Q00211,1,B,92.318,3,0,mg/L
LAB058-001265,2024-02-22,Q00211,2,B,90.917,3,0,mg/L
LAB058-001266,2024-02-22,Q00211,3,B,91.475,3,0,mg/L
LAB058-001267,2024-02-22,Q00212,1,A,"5,519",2,0,mg/L
LAB058-001268,2024-02-22,Q00212,2,A,5.469,2,0,mg/L
LAB058-001269,2024-02-22,Q00212,3,A,3.105,2,0,mg/L
LAB058-001270,2024-02-22,Q00212,1,B,4.492,3,0,mg/L
LAB058-001271,2024-02-22,Q00212,2,B,7.16,3,0,mg/L
LAB058-001272,2024-02-22,Q00212,3,B,5.966,3,0,mg/L
LAB058-001273,2024-02-23,Q00213,1,A,4.382,2,0,mg/L
LAB058-001274,2024-02-23,Q00213,2,A,4.032,2,0,mg/L
LAB058-001275,2024-02-23,Q00213,3,A,5.433,2,0,mg/L
LAB058-001276,2024-02-23,Q00213,1,B,5.197,3,0,mg/L
LAB058-001277,2024-02-23,Q00213,2,B,5.222,3,0,mg/L
LAB058-001278,2024-02-23,Q00213,3,B,5.8,3,0,mg/L
LAB058-001279,2024-02-23,Q00214,1,A,2.285,2,0,mg/L
LAB058-001280,2024-02-23,Q00214,2,A,2.494,2,0,mg/L
LAB058-001281,2024-02-23,Q00214,3,A,2.349,2,0,mg/L
LAB058-001282,2024-02-23,Q00214,1,B,3.755,3,0,mg/L
LAB058-001283,2024-02-23,Q00214,2,B,,3,1,mg/L
LAB058-001284,2024-02-23,Q00214,3,B,4.463,3,0,mg/L
LAB058-001285,2024-02-23,Q00215,1,A,6.184,2,0,mg/L
LAB058-001286,2024-02-23,Q00215,2,A,7.217,2,0,mg/L
LAB058-001287,2024-02-23,Q00215,3,A,6.681,2,0,mg/L
LAB058-001288,2024-02-23,Q00215,1,B,7.72,3,0,mg/L
LAB058-001289,2024-02-23,Q00215,2,B,6.804,3,0,mg/L
LAB058-001290,2024-02-23,Q00215,3,B,6.865,3,0,mg/L
LAB058-001291,2024-02-23,Q00216,1,A,19.687,2,0,mg/L
LAB058-001292,2024-02-23,Q00216,2,A,19.374,2,0,mg/L
LAB058-001293,2024-02-23,Q00216,3,A,19.818,2,0,mg/L
LAB058-001294,2024-02-23,Q00216,1,B,20.933,3,0,mg/L
LAB058-001295,2024-02-23,Q00216,2,B,20.01,3,0,mg/L
LAB058-001296,2024-02-23,Q00216,3,B,18.733,3,0,mg/L
LAB058-001297,2024-02-24,Q00217,1,A,7.343,2,0,mg/L
LAB058-001298,2024-02-24,Q00217,2,A,7.096,2,0,mg/L
LAB058-001299,2024-02-24,Q00217,3,A,7.571,2,0,mg/L
LAB058-001300,2024-02-24,Q00217,1,B,9.451,3,0,mg/L
LAB058-001301,2024-02-24,Q00217,2,B,8.541,3,0,mg/L
LAB058-001302,2024-02-24,Q00217,3,B,6.806,3,0,mg/L
LAB058-001303,2024-02-24,Q00218,1,A,5.541,2,0,mg/L
LAB058-001304,2024-02-24,Q00218,2,A,4.646,2,0,mg/L
LAB058-001305,2024-02-24,Q00218,3,A,4.392,2,0,mg/L
LAB058-001306,2024-02-24,Q00218,1,B,5.532,3,0,mg/L
LAB058-001307,2024-02-24,Q00218,2,B,7.067,3,0,mg/L
LAB058-001308,2024-02-24,Q00218,3,B,6.057,3,0,mg/L
LAB058-001309,2024-02-24,Q00219,1,A,,2,1,mg/L
LAB058-001310,2024-02-24,Q00219,2,A,2.702,2,0,mg/L
LAB058-001311,2024-02-24,Q00219,3,A,,2,1,mg/L
LAB058-001312,2024-02-24,Q00219,1,B,,3,1,mg/L
LAB058-001313,2024-02-24,Q00219,2,B,,3,1,mg/L
LAB058-001314,2024-02-24,Q00219,3,B,3.059,3,0,mg/L
LAB058-001315,2024-02-24,Q00220,1,A,,2,1,mg/L
LAB058-001316,2024-02-24,Q00220,2,A,,2,1,mg/L
LAB058-001317,2024-02-24,Q00220,3,A,2.019,2,0,mg/L
LAB058-001318,2024-02-24,Q00220,1,B,3.55,3,0,mg/L
LAB058-001319,2024-02-24,Q00220,2,B,3.426,3,0,mg/L
LAB058-001320,2024-02-24,Q00220,3,B,3.178,3,0,mg/L
LAB058-001321,2024-02-25,Q00221,1,A,18.608,2,0,mg/L
LAB058-001322,2024-02-25,Q00221,2,A,17.13,2,0,mg/L
LAB058-001323,2024-02-25,Q00221,3,A,18.54,2,0,mg/L
LAB058-001324,2024-02-25,Q00221,1,B,19.202,3,0,mg/L
LAB058-001325,2024-02-25,Q00221,2,B,18.353,3,0,mg/L
LAB058-001326,2024-02-25,Q00221,3,B,18.713,3,0,mg/L
LAB058-001327,2024-02-25,Q00222,1,A,7.436,2,0,mg/L
LAB058-001328,2024-02-25,Q00222,2,A,7.68,2,0,mg/L
LAB058-001329,2024-02-25,Q00222,3,A,,2,0,mg/L
LAB058-001330,2024-02-25,Q00222,1,B,8.468,3,0,mg/L
LAB058-001331,2024-02-25,Q00222,2,B,7.026,3,0,mg/L
LAB058-001332,2024-02-25,Q00222,3,B,8.8,3,0,mg/L
LAB058-001333,2024-02-25,Q00223,1,A,6.281,2,0,mg/L
LAB058-001334,2024-02-25,Q00223,2,A,7.106,2,0,mg/L
LAB058-001335,2024-02-25,Q00223,3,A,7.54,2,0,mg/L
LAB058-001336,2024-02-25,Q00223,1,B,8.03,3,0,mg/L
LAB058-001337,2024-02-25,Q00223,2,B,7.146,3,0,mg/L
LAB058-001338,2024-02-25,Q00223,3,B,8.149,3,0,mg/L
LAB058-001339,2024-02-25,Q00224,1,A,4.424,2,0,mg/L
LAB058-001340,2024-02-25,Q00224,2,A,4.622,2,0,mg/L
LAB058-001341,2024-02-25,Q00224,3,A,3.666,2,0,mg/L
LAB058-001342,2024-02-25,Q00224,1,B,5.748,3,0,mg/L
LAB058-001343,2024-02-25,Q00224,2,B,6.137,3,0,mg/L
LAB058-001344,2024-02-25,Q00224,3,B,5.647,3,0,mg/L
LAB058-001345,2024-02-26,Q00225,1,A,,2,1,mg/L
LAB058-001346,2024-02-26,Q00225,2,A,,2,1,mg/L
LAB058-001347,2024-02-26,Q00225,3,A,2.331,2,0,mg/L
LAB058-001348,2024-02-26,Q00225,1,B,,3,1,mg/L
LAB058-001349,2024-02-26,Q00225,2,B,,3,1,mg/L
LAB058-001350,2024-02-26,Q00225,3,B,,3,1,mg/L
LAB058-001351,2024-02-26,Q00226,1,A,7.517,2,0,mg/L
LAB058-001352,2024-02-26,Q00226,2,A,5.687,2,0,mg/L
LAB058-001353,2024-02-26,Q00226,3,A,5.949,2,0,mg/L
LAB058-001354,2024-02-26,Q00226,1,B,6.83,3,0,mg/L
LAB058-001355,2024-02-26,Q00226,2,B,6.544,3,0,mg/L
LAB058-001356,2024-02-26,Q00226,3,B,6.039,3,0,mg/L
LAB058-001357,2024-02-26,Q00227,1,A,49.376,2,0,mg/L
LAB058-001358,2024-02-26,Q00227,2,A,50.726,2,0,mg/L
LAB058-001359,2024-02-26,Q00227,3,A,49.938,2,0, MG/L 
LAB058-001360,2024-02-26,Q00227,1,B,50.614,3,0,mg/L
LAB058-001361,2024-02-26,Q00227,2,B,51.361,3,0,mg/L
LAB058-001362,2024-02-26,Q00227,3,B,49.872,3,0,mg/L
LAB058-001363,2024-02-26,Q00228,1,A,21.372,2,0,mg/L
LAB058-001364,2024-02-26,Q00228,2,A,20.479,2,0,mg/L
LAB058-001365,2024-02-26,Q00228,3,A,20.382,2,0,mg/L
LAB058-001366,2024-02-26,Q00228,1,B,22.011,3,0,mg/L
LAB058-001367,2024-02-26,Q00228,2,B,20.844,3,0,mg/L
LAB058-001368,2024-02-26,Q00228,3,B,21.789,3,0,mg/L
LAB058-001369,2024-02-27,Q00229,1,A,20.251,2,0,mg/L
LAB058-001370,2024-02-27,Q00229,2,A,20.685,2,0,mg/L
LAB058-001371,2024-02-27,Q00229,3,A,19.732,2,0,mg/L
LAB058-001372,2024-02-27,Q00229,1,B,20.071,3,0,mg/L
LAB058-001373,2024-02-27,Q00229,2,B,21.266,3,0,mg/L
LAB058-001374,2024-02-27,Q00229,3,B,20.053,3,0,mg/L
LAB058-001375,2024-02-27,Q00230,1,A,10.145,2,0,mg/L
LAB058-001376,2024-02-27,Q00230,2,A,9.504,2,0,mg/L
LAB058-001377,2024-02-27,Q00230,3,A,8.756,2,0,mg/L
LAB058-001378,2024-02-27,Q00230,1,B,10.809,3,0,mg/L
LAB058-001379,2024-02-27,Q00230,2,B,9.403,3,0,mg/L
LAB058-001380,2024-02-27,Q00230,3,B,10.236,3,0,mg/L
LAB058-001003,2024-02-11,Q00168,1,A,13.329,2,0,mg/L
LAB058-000846,2024-02-05,Q00141,3,B,12.072,3,0,mg/L
LAB058-000305,2024-01-13,Q00051,2,B,7.572,3,0,mg/L
LAB058-000746,2024-02-01,Q00125,2,A,19.945,2,0,mg/L
