registro_id,fecha,area,contrato,antiguedad_meses,horas,formacion_h,salario,absentismo_dias
PER052-001162,2025-10-04,operaciones,completo,58,160,6.3,2400.58,4
PER052-001163,2025-10-05,administracion,completo,44,160,0,,0
PER052-001164,2025-10-06,comercial,completo,36,160,0,3136.39,2
PER052-001165,2025-10-06, OPERACIONES ,completo,160,160,10.1,3065.92,2
PER052-001166,2025-10-07,administracion,parcial,147,80,0,1902.6,5
PER052-001167,2025-10-07,comercial,completo,69,160,8.1,3616.31,5
PER052-001168,2025-10-08,operaciones,completo,59,160,0,2765.36,1
PER052-001169,2025-10-08,administracion,parcial,43,80,0,1638.24,1
PER052-001170,2025-10-09,comercial,completo,110,160,0,3522.53,1
PER052-001171,2025-10-09,operaciones,parcial,167,80,4.9,1610.11,1
PER052-001172,2025-10-10,administracion,completo,129,160,13.9,3558.36,1
PER052-001173,2025-10-11,comercial,completo,4,160,0,2972.03,5
PER052-001174,2025-10-11,operaciones,parcial,51,80,0,1247.69,5
PER052-001175,2025-10-12,administracion,parcial,167,80,4.5,1800.09,1
PER052-001176,2025-10-12,comercial,completo,139,160,0,4158.54,2
PER052-001177,2025-10-13,operaciones,completo,137,160,1.8,3065.94,3
PER052-001178,2025-10-13,administracion,completo,23,160,5.5,2781.56,0
PER052-001179,2025-10-14,comercial,completo,42,160,0,3290.38,0
PER052-001180,2025-10-14,operaciones,parcial,32,80,0,1083.83,2
PER052-001181,2025-10-15,administracion,parcial,153,80,0,1867.13,3
PER052-001182,2025-10-16,comercial,completo,4,160,16.5,3326.29,3
PER052-001183,2025-10-16,operaciones,completo,133,160,3.0,3108.08,2
PER052-001184,2025-10-17,administracion,completo,129,160,8.3,3674.7,2
PER052-001185,2025-10-17,comercial,completo,66,160,3.9,3584.96,2
PER052-001186,2025-10-18,operaciones,parcial,10,80,0,1178.63,5
PER052-001187,2025-10-18,administracion,parcial,160,80,0,1691.38,4
PER052-001188,2025-10-19,comercial,completo,171,160,7.4,3904.95,2
PER052-001189,2025-10-19,operaciones,completo,117,160,11.9,2989.52,0
PER052-001190,2025-10-20,administracion,completo,145,160,3.2,3356.82,5
PER052-001191,2025-10-21,comercial,parcial,29,80,0,1810.01,3
PER052-001192,2025-10-21,operaciones,completo,176,160,5.6,3229.32,5
PER052-001193,2025-10-22,administracion,parcial,28,80,0,1317.74,0
PER052-001194,2025-10-22,comercial,parcial,105,80,3.8,1994.83,0
PER052-001195,2025-10-23,operaciones,parcial,45,80,4.1,1138.76,4
PER052-001196,2025-10-23,administracion,parcial,12,80,0,1321.17,3
PER052-001197,2025-10-24,comercial,completo,96,160,13.8,3668.03,5
PER052-001198,2025-10-24,operaciones,completo,8,160,0,2095.05,2
PER052-001199,2025-10-25,administracion,completo,86,160,7.3,3283.38,5
PER052-001200,2025-10-25,comercial,parcial,172,80,0,2075.54,5
PER052-001201,2025-10-26,operaciones,completo,163,160,0,3409.09,2
PER052-001202,2025-10-27,administracion,completo,131,160,3.1,3424.65,1
PER052-001203,2025-10-27,comercial,completo,5,160,13.1,3108.81,1
PER052-001204,2025-10-28,operaciones,completo,86,160,0,3021.19,3
PER052-001205,2025-10-28,administracion,completo,141,160,9.7,3385.5,5
PER052-001206,2025-10-29,comercial,completo,11,160,10.0,3390.25,4
PER052-001207,2025-10-29,operaciones,parcial,39,80,5.0,1314.07,2
PER052-001208,2025-10-30,administracion,completo,10,160,8.5,2494.9,3
PER052-001209,2025-10-30,comercial,completo,58,160,0,3266.72,3
PER052-001210,2025-10-31,operaciones,completo,91,160,3.6,2545.23,5
PER052-001211,2025-11-01,administracion,completo,94,160,9.2,3185.83,2
PER052-001212,2025-11-01,comercial,completo,17,160,0,3078.28,4
PER052-001213,2025-11-02,operaciones,parcial,96,80,4.5,1319.16,2
PER052-001214,2025-11-02,administracion,parcial,28,80,10.0,1545.54,2
PER052-001215,2025-11-03,comercial,completo,93,160,0,3930.64,5
PER052-001216,2025-11-03,operaciones,completo,151,160,2.7,2983.09,3
PER052-001217,2025-11-04,administracion,parcial,46,80,0,1563.76,4
PER052-001218,2025-11-04,comercial,completo,131,160,0,3873.04,1
PER052-001219,2025-11-05,operaciones,completo,16,160,6.0,2541.56,2
PER052-001220,2025-11-06,administracion,completo,50,160,0,3216.94,5
PER052-001221,2025-11-06,comercial,parcial,150,80,0,2133.47,4
PER052-001222,2025-11-07,operaciones,parcial,180,80,5.7,1468.25,5
PER052-001223,2025-11-07,administracion,completo,30,160,2.1,3172.38,5
PER052-001224,2025-11-08,comercial,completo,65,160,6.0,3461.2,4
PER052-001225,2025-11-08,operaciones,completo,30,160,4.4,2126.29,3
PER052-001226,2025-11-09,administracion,completo,21,160,4.0,2685.91,3
PER052-001227,2025-11-09,comercial,parcial,145,80,0,2048.09,2
PER052-001228,2025-11-10,operaciones,parcial,180,80,6.4,1597.4,0
PER052-001229,2025-11-11,administracion,completo,140,160,0,3327.73,2
PER052-001230,2025-11-11,comercial,parcial,25,80,0,1608.7,4
PER052-001231,2025-11-12,operaciones,parcial,38,80,0,1251.95,0
PER052-001232,2025-11-12,administracion,parcial,31,80,2.2,1477.63,2
PER052-001233,2025-11-13,comercial,completo,125,160,3.9,4119.63,5
PER052-001234,2025-11-13,operaciones,completo,35,160,5.6,2270.76,5
PER052-001235,2025-11-14,administracion,parcial,32,80,0,1574.47,4
PER052-001236,2025-11-14,comercial,parcial,84,80,9.1,1974.23,1
PER052-001237,2025-11-15,operaciones,completo,107,160,0,2928.34,0
PER052-001238,2025-11-16,administracion,parcial,128,80,0,1826.8,3
PER052-001239,2025-11-16,comercial,parcial,108,80,4.3,1997.85,4
PER052-001240,2025-11-17,operaciones,completo,165,160,13.6,3322.38,5
PER052-001241,2025-11-17,administracion,completo,15,160,0,2869.08,4
PER052-001242,2025-11-18,comercial,completo,101,160,4.3,3657.02,5
PER052-001243,2025-11-18,operaciones,completo,154,160,0,3178.65,0
PER052-001244,2025-11-19,administracion,completo,13,160,10.7,2824.0,2
PER052-001245,2025-11-19,comercial,parcial,70,80,5.1,1953.44,4
PER052-001246,2025-11-20,operaciones,completo,139,160,3.6,,5
PER052-001247,2025-11-21,administracion,parcial,44,80,4.4,1379.86,4
PER052-001248,2025-11-21,comercial,completo,169,160,2.0,4392.11,1
PER052-001249,2025-11-22,operaciones,completo,180,160,9.2,2959.75,1
PER052-001250,2025-11-22,administracion,completo,149,160,10.1,3495.13,4
PER052-001251,2025-11-23,comercial,completo,54,160,8.0,3748.95,0
PER052-001252,2025-11-23,operaciones,completo,94,160,0,2457.78,1
PER052-001253,2025-11-24,administracion,parcial,145,80,6.8,1812.77,2
PER052-001254,2025-11-24,comercial,completo,94,160,2.3,3696.14,2
PER052-001255,2025-11-25,operaciones,parcial,119,80,3.1,1299.85,1
PER052-001256,2025-11-26,administracion,completo,163,160,6.4,3937.86,0
PER052-001257,2025-11-26,comercial,parcial,123,80,3.6,1813.64,3
PER052-001258,2025-11-27,operaciones,parcial,5,80,3.2,1006.32,5
PER052-001259,2025-11-27,administracion,completo,56,160,0,2954.92,0
PER052-001260,2025-11-28,comercial,parcial,14,80,16.6,1774.65,3
PER052-001261,2025-11-28,operaciones,parcial,136,80,0,1442.99,2
PER052-001262,2025-11-29, ADMINISTRACION ,parcial,146,80,3.1,1809.22,2
PER052-001263,2025-11-29,comercial,completo,168,160,0,4460.41,3
PER052-001264,2025-11-30,operaciones,completo,127,160,4.4,3102.91,3
PER052-001265,2025-11-30,administracion,completo,17,160,7.2,3102.61,2
PER052-001266,2025-12-01,comercial,completo,89,160,0,3482.78,4
PER052-001267,2025-12-02,operaciones,completo,87,160,0,"2712,96",1
PER052-001268,2025-12-02,administracion,completo,54,160,5.2,3273.06,1
PER052-001269,2025-12-03,comercial,completo,64,160,6.0,3481.88,0
PER052-001270,2025-12-03,operaciones,completo,33,160,7.2,2551.43,4
PER052-001271,2025-12-04,administracion,completo,52,160,11.3,2804.11,4
PER052-001272,2025-12-04,comercial,completo,84,160,2.5,3755.7,2
PER052-001273,2025-12-05,operaciones,completo,87,160,5.3,2955.67,1
PER052-001274,2025-12-05,administracion,completo,131,160,8.9,3762.95,4
PER052-001275,2025-12-06,comercial,completo,46,160,8.8,3640.83,3
PER052-001276,2025-12-07,operaciones,completo,12,160,7.8,2154.87,1
PER052-001277,2025-12-07,administracion,parcial,114,80,3.7,1617.44,1
PER052-001278,2025-12-08,comercial,parcial,7,80,8.5,1560.1,1
PER052-001279,2025-12-08,operaciones,parcial,138,80,6.7,1650.48,5
PER052-001280,2025-12-09,administracion,completo,7,160,5.4,2702.74,2
PER052-001281,2025-12-09,comercial,completo,75,160,0,3891.82,4
PER052-001282,2025-12-10,operaciones,completo,120,160,18.3,2793.29,4
PER052-001283,2025-12-10,administracion,completo,128,160,3.7,3413.84,4
PER052-001284,2025-12-11,comercial,completo,1,160,0,2992.82,0
PER052-001285,2025-12-12,operaciones,completo,34,160,0,2295.44,4
PER052-001286,2025-12-12,administracion,parcial,116,80,0,1566.18,2
PER052-001287,2025-12-13,comercial,parcial,15,80,7.3,1569.8,5
PER052-001288,2025-12-13,operaciones,parcial,112,80,5.8,1372.3,0
PER052-001289,2025-12-14,administracion,parcial,167,80,8.0,1827.33,1
PER052-001290,2025-12-14,comercial,parcial,125,80,6.3,2050.74,1
PER052-001291,2025-12-15,operaciones,completo,75,160,4.9,2549.55,3
PER052-001292,2025-12-15,administracion,completo,27,160,0,3054.82,5
PER052-001293,2025-12-16,comercial,completo,30,160,0,3312.34,5
PER052-001294,2025-12-17,operaciones,parcial,146,80,0,-999,1
PER052-001295,2025-12-17,administracion,completo,33,160,9.6,2760.15,3
PER052-001296,2025-12-18,comercial,completo,70,160,7.2,3623.81,4
PER052-001297,2025-12-18,operaciones,completo,81,160,0,2584.21,4
PER052-001298,2025-12-19,administracion,completo,54,160,0,3274.96,3
PER052-001299,2025-12-19,comercial,parcial,166,80,0,1959.48,5
PER052-001300,2025-12-20,operaciones,completo,141,160,9.1,3128.84,0
PER052-001301,2025-12-20,administracion,completo,161,160,7.3,3652.5,5
PER052-001302,2025-12-21,comercial,completo,115,160,11.2,3714.73,5
PER052-001303,2025-12-22,operaciones,parcial,37,80,9.2,1072.49,3
PER052-001304,2025-12-22,administracion,completo,133,160,0,3662.07,4
PER052-001305,2025-12-23,comercial,completo,65,160,6.9,3431.18,0
PER052-001306,2025-12-23,operaciones,completo,173,160,0,2922.95,5
PER052-001307,2025-12-24,administracion,completo,65,160,0,3100.04,5
PER052-001308,2025-12-24,comercial,completo,43,160,0,3268.31,5
PER052-001309,2025-12-25,operaciones,parcial,151,80,0,1508.12,0
PER052-001310,2025-12-25,administracion,parcial,1,80,11.2,1331.11,4
PER052-001311,2025-12-26,comercial,completo,81,160,5.9,3738.49,3
PER052-001312,2025-12-27,operaciones,completo,44,160,25.2,2340.81,0
PER052-001313,2025-12-27,administracion,parcial,33,80,7.5,1460.63,5
PER052-001314,2025-12-28,comercial,completo,110,160,0,3996.86,5
PER052-001315,2025-12-28,operaciones,completo,56,160,2.3,2395.7,5
PER052-001316,2025-12-29,administracion,completo,49,160,7.4,2688.02,1
PER052-001317,2025-12-29,comercial,parcial,20,80,10.7,1553.73,2
PER052-001318,2025-12-30,operaciones,completo,8,160,8.3,2207.08,5
PER052-001319,2025-12-30,administracion,completo,143,160,6.6,3476.57,4
PER052-001320,2025-12-31,comercial,parcial,81,80,3.2,1914.56,3
PER052-000941,2025-06-04,administracion,completo,29,160,3.9,3013.29,2
PER052-001237,2025-11-15,operaciones,completo,107,160,0,2928.34,0
PER052-001213,2025-11-02,operaciones,parcial,96,80,4.5,1319.16,2
PER052-000031,2024-01-17,operaciones,completo,154,160,2.9,3350.35,5
